DateTime,AddedIPs,RemovedIPs
1515735001,1024,1024
1516080601,1024,1024
1516167002,1280,1280
1516253402,1280,1280
1516339802,1024,1024
1516599002,1536,1536
1516685402,1280,1280
1516858201,1280,1280
1516944602,1024,1024
1517203801,1536,1536
1517290202,1280,1280
1517376602,1024,1024
1517463002,1024,1024
1517549401,1792,1792
1517808602,1280,1280
1517895002,1280,1280
1517981402,2560,2560
1518067802,2304,2304
1518154202,2304,2304
1518413402,2048,2048
1518499801,2304,2304
1518586201,2560,2560
1518672602,2304,2304
1518759001,2304,2304
1519018202,1792,1792
1519104602,1792,1792
1519191002,1792,1792
1519277402,1792,1792
1519363802,2304,2304
1519623002,2048,2048
1519709401,1024,1024
1519795802,768,768
1519882202,1280,1280
1519968601,2048,2048
1520227802,2304,2304
1520314202,2048,2048
1520400602,1280,1280
1520487002,2304,2304
1520573402,2048,2048
1520829001,2304,2304
1520915402,1792,1792
1521001802,1536,1536
1521088201,1536,1536
1521174602,1536,1536
1521433802,1792,1792
1521520202,2048,2048
1521606601,1280,1280
1521693001,1536,1536
1521779402,2048,2048
1522038601,768,768
1522125002,1536,1536
1522211401,1280,1280
1522297802,1792,1792
1522384202,1280,1280
1522643402,1792,1792
1522729802,1024,1024
1522816202,1280,1280
1522989002,1536,1536
1523248202,1536,1536
1523334602,2048,2048
1523421002,2048,2048
1523507402,1024,1024
1523593801,2048,2048
1523853002,2048,2048
1523939402,1792,1792
1524025802,2304,2304
1524112201,2816,2816
1524198602,1536,1536
1524457801,2304,2304
1524544202,2048,2048
1524630601,1792,1792
1524717001,2048,2048
1524803402,1792,1792
1525062602,1536,1536
1525149001,1536,1536
1525235402,1792,1792
1525321801,1280,1280
1525408202,1024,1024
1525667402,2560,2560
1525753802,2560,2560
1525840201,3072,3072
1525926602,2816,2816
1526013002,1536,1536
1526272202,2304,2304
1526358602,1536,1536
1526445002,1024,1024
1526531401,1792,1792
1526617802,1792,1792
1526877002,1792,1792
1526963401,1280,1280
1527049802,1536,1536
1527136202,1280,1280
1527222601,768,768
1527568202,2048,2048
1527654601,1536,1536
1527741002,1536,1536
1527827402,1280,1280
1528086601,2304,2304
1528173001,1792,1792
1528259401,1280,1280
1528345801,1280,1280
1528432202,1024,1024
1528691401,1280,1280
1528777801,1792,1792
1528864201,1024,1024
1528950602,1536,1536
1529037001,1536,1536
1529296202,2304,2304
1529382601,2304,2304
1529469001,2048,2048
1529555401,5120,5120
1529641801,768,768
1529901001,512,512
1529987401,256,256
1530073802,768,768
1530160201,256,256
1530246601,1536,1536
1530505802,3328,3328
1530592201,1792,1792
1530678602,1536,1536
1530765001,1280,1280
1530851402,1536,1536
1531110601,4608,4608
1531197002,2560,2560
1531283402,768,768
1531369801,512,512
1531456201,1280,1280
1531715401,1024,1024
1531801802,1024,1024
1531888202,512,512
1531974602,512,512
1532061001,1024,1024
1532320201,1280,1280
1532406602,1280,1280
1532493001,1280,1280
1532579401,2304,2304
1532925001,2816,2816
1533011402,1024,1024
1533097802,256,256
1533184202,1024,1024
1533270601,512,512
1533529801,1536,1536
1533616201,768,768
1533702601,768,768
1533789001,1792,1792
1534307401,2304,2304
1534480201,768,768
1534739401,1536,1536
1534825801,512,512
1534912202,768,768
1534998602,1280,1280
